1	11553
1	4653
1	16871
1	16456
1	7266
1	806
1	19607
1	16863
1	13906
1	11129
1	10417
1	2838
1	8118
1	881
1	19272
1	1021
2	9045
2	3186
2	19779
2	12931
2	12613
2	5146
2	10367
2	13295
2	19447
2	19431
2	2662
2	21108
2	18238
2	3579
2	3819
2	16942
2	19626
2	13653
2	10620
2	10383
2	1185
2	8472
2	74
2	1395
2	12574
2	18916
2	16586
2	9622
2	4548
2	9060
2	13540
2	16712
2	17225
2	10859
2	6921
2	6886
2	4313
2	10489
2	4273
2	16393
2	11805
2	7778
2	4625
2	5011
2	7669
3	8869
3	13789
3	17487
3	12554
3	14869
3	13672
3	21035
4	9442
4	12314
4	666
4	19483
4	8842
4	21131
4	14187
5	20107
5	4884
5	331
5	9454
5	15366
5	16092
5	1765
6	12260
6	18381
6	6168
6	15457
6	15922
6	18642
7	17137
7	5071
7	4940
7	10978
7	17610
7	4995
7	13341
7	15047
7	10907
8	6702
8	11383
8	20999
9	4275
9	15113
9	9880
9	19017
9	4520
9	10938
9	10344
10	19066
10	1727
10	20015
10	9455
10	18860
10	7224
10	19998
10	15800
10	19176
10	4476
10	8386
10	15006
10	7726
10	10913
10	14103
10	7886
10	8100
10	7812
10	13994
10	20107
10	1977
10	9399
10	19838
10	11219
10	708
10	4772
10	3497
10	17096
10	3303
10	10859
10	11859
10	13404
10	3042
10	1535
10	16993
11	10730
11	10896
11	4720
11	1843
11	10995
11	8044
11	20026
11	19884
11	4663
11	13879
12	2699
12	18525
12	19323
12	18009
12	6799
12	5189
13	10347
13	13269
13	13450
13	9890
13	12899
13	12957
13	318
13	8567
13	19150
13	13374
13	20538
14	4090
14	3241
14	13293
14	9745
14	12474
14	3686
14	4313
15	7581
15	10094
15	9455
15	20993
15	5803
15	15972
15	19667
15	7471
15	4222
15	17485
15	5989
15	6453
15	1117
15	11165
16	5225
16	19426
16	12710
16	12228
17	5725
17	20598
17	9028
17	17871
17	11102
17	11554
17	12736
18	18408
18	9113
18	13936
18	37
18	8515
18	8292
18	1859
18	10543
18	4983
18	13905
18	7866
18	16712
18	18827
18	9783
19	1900
19	13952
19	6561
19	18753
19	457
20	9821
20	15785
20	13994
20	457
20	17019
20	20141
21	4992
21	15902
21	5290
21	4222
21	4174
21	9807
21	13117
21	6567
21	6840
21	13818
22	17335
22	11325
22	18751
23	7349
23	18860
23	1084
23	5966
24	7400
24	17892
24	498
24	15045
24	20954
24	6620
24	16305
25	13594
25	10890
25	4772
25	10873
25	1867
25	4633
25	1622
25	4782
25	4752
25	13939
25	745
25	1624
25	6874
25	17091
26	16671
26	15664
27	5826
27	10886
27	9276
27	5727
27	14947
28	3332
28	6866
28	1184
28	7692
28	18025
28	3560
28	3028
29	19322
29	3813
29	1059
